Acinar_cell	B_cell	Ductal_cell_type_1	Ductal_cell_type_2	Endocrine_cell	Endothelial_cell	Fibroblast_cell	Macrophage_cell	Stellate_cell	T_cell
MTRNR2L8	0	8529.39	56885.2625	474223.0025	194243.06	16200.9625	132052.98	40413.745	39404.86	2163.695
RNF141	10658377.485	938405.88	5132137.2875	53177044.1875	5069605.8275	1638715.93	21542826.255	4023320.7425	4000046.3475	502462.2275
MRVI1-AS1	165027.1175	57395.025	40372.6125	1062441.515	145740.22	12548.5775	214289.0575	44655.6275	23569.3275	4386.6375
LYVE1	499568.4425	11451.04	96454.8725	631989.09	339039.37	1010600.675	1113461.025	1140745.905	993366.7125	31239.2
MRVI1	826821.9775	67239.855	318481.565	1558656.4675	918276.64	249844.795	38191359.0525	462418.0975	19585622.11	77895.5225
CTR9	6827536.645	760892.32	5196780.2125	32877919.0225	5121751.9725	1972703.98	23526704.3125	3437971.5375	4659134.96	808602.5875
EIF4G2	108431071.855	7344221.99	65939875.0325	347411425.21	59533484.925	22806104.6175	337942797.6325	28919809.76	67515154.19	7205611.71
ZBED5	8907848.78	961929.2825	6301434.1425	29404747.63	6283885.45	1490152.7575	30045698.455	2055697.2975	5931401.1975	671384.0925
ZBED5-AS1	8728420.83	964837.35	5987347.99	21153929.3725	6226723.7175	603755.16	13087130.0025	2148289.5525	2755659.745	502157.79
CTD-2003C8.2	0	0	0	62925.02	0	1270.2175	235738.8275	40177.3675	7891.9325	2053.115
GALNT18	2570995.57	30320.7425	3026561.5825	6179425.135	1688945.2325	5043754.265	4076249.6725	232585.665	2257634.245	61273.42
CSNK2A3	330869.6125	33299.29	154551.1425	1529553.7675	243098.995	115063.415	766044.3275	81170.37	141914.13	28176.5925
RP11-483L5.1	0	6084.955	115532.125	2794556.96	96121.3475	313561.62	179311.9025	35634.565	54047.395	4648.2625
USP47	15861928.7625	1113136.705	11025767.26	57175607.0375	8147512.825	2849937.1025	48127610.8125	3695753.9275	9962111.82	1355315.9675
DKK3	3001466.0075	183555.8425	1272618.695	13232019.7475	9723069.1825	619871.4225	241410657.6725	806100.0025	47284894.76	323431.38
MICAL2	4242137.0775	62103.7625	1245561.59	18081637.135	1685587.95	467302.585	58237512.295	939069.4325	5298415.49	492538.385
MICALCL	251529.88	0	32851.6	3164111.55	46833.93	15072.4875	915499.93	175802.27	164292.415	8756.2275
PARVA	21666226.05	86530.5725	9179642.795	42862480.85	5110562.415	2651941.02	135705975.2725	747784.8975	19786137.89	161284.095
TEAD1	13950111.7325	123146.025	11507167.7425	41545057.6625	10017641.135	2035755.68	71639203.2025	526970.6425	9425542.175	166688.51
RP11-47J17.2	0	0	87662.1425	216847.785	48017.8825	10813.085	420358.99	0	39288.3275	0
ARNTL	5554634.27	148104.5175	1584797.8225	7780558.86	2331469.9425	534749.4375	13584616.0125	1102280.825	1730834.0425	473107.0725
BTBD10	5969819.5775	518553.0625	4060956.82	31523841.4725	3422704.605	1790197.075	22829469.175	1789215.3725	4399612.3675	526888.5575
FAR1	12128854.8175	366245.8675	4391118.525	46336645.44	6957320.3075	2858244.61	27391776.71	4580388.085	4411263.415	462494.82
RRAS2	13396421.275	3417369.0575	8169128.7275	27539221.5575	3047800.59	777575.705	25550683.0575	516222.4225	4196213.39	502055.6025
COPB1	21627237.94	1641823.125	11326017.6825	86408510.1475	10415555.045	4364387.085	92817283.2775	7152962.365	13758522.92	1687047.54
PSMA1	66270804.4275	6765201.1425	31703571.535	280073052.0475	37347127.7	12660582.9625	285653690.4325	34412497.0325	55071845.8425	7437326.51
PDE3B	2994168.8125	82259.5825	347664.74	2434341.365	6058851.93	173000.2075	2293981.865	1363380.4575	722133.29	1036513.76
CYP2R1	2070569.96	269177.39	1501465.6	11864816.1175	2170413.0675	366838.6025	5701974.4775	961886.12	1164586.3775	293343.84
INSC	251170.98	12695.7875	48643.51	2117075.84	721370.4	18189.03	236393.9725	17419.6225	54332.9625	8815.15
SOX6	12394795.9375	49266.755	14405764.215	14018819.83	6570203.175	358669.15	17825850.875	352926.575	4838367.655	76637.1125
C11orf58	84701908.835	8473893.365	51506327.135	284499081.6025	51167854.0325	17451667.4725	324217503.09	27980090.385	72913475.2975	8059212.7875
PLEKHA7	1832040.87	12297.5125	1305277.45	11153596.34	818346.4275	357796.6825	3296607.745	1150673.195	365493.6475	85316.9825
RPS13	1434645273.7625	144814419.8875	462876923.8825	3216494118.4125	398755455.1525	142299389.4875	2905050859.605	329517114.44	546905721.68	111821219.65
PIK3C2A	13854531.35	509898.245	7168287.95	40007580.87	6451912.3225	11080004.445	26762640.8875	2897126.5775	6148525.765	521542.945
NUCB2	85822066.2825	1042733.6775	13575451.5775	85580452.105	38595159.8575	7745030.185	185032618.61	7340865.34	16885420.95	5097000.265
NCR3LG1	167187.7375	3039.555	448743.35	3907306.885	379998.0625	70046.395	2263214.37	180663.335	225055.3375	16372.9075
RP1-239B22.5	1165862.4475	15462.5225	404500.86	4516830.575	724486.83	106117.7725	1960006.955	269787.7875	253901.6925	16763.9425
KCNJ11	414293.9775	3183.1775	198765.1125	792117.065	1594007.525	18273.035	0	17650.4	39588.2925	2152.285
ABCC8	1488010.115	31163.9875	434494.25	2006819.925	61878126.3175	195205.175	1748628.5725	178262.3575	462811.1975	73114.3225
USH1C	3177706.2975	78190.44	5593618.2875	77538366.73	6098198.06	357412.32	3824428.8775	571081.9175	747224.495	182674.1375
SERGEF	8479207.73	480641.8875	4596624.15	22411332.0675	7377052.9375	1118663.1125	23071933.2775	1952033.9925	5035432.3675	625742.7925
TPH1	166775.025	37768.3425	237437.8225	1212656.595	1352316.6925	83233.1475	757799.405	68183.9875	162652.225	28855.8
SAAL1	4318012.405	981874.42	2172688.15	13194640.1425	1253814.825	738640.1375	13848170.76	1718923.8125	3149636.905	518827.9175
SAA4	583057.04	12976.2925	826548.1075	9061301.7975	144561.67	54805.86	1111987.035	134907.2375	175407.5125	30818.175
SAA2	2675947.41	114734.97	10078623.1825	76575029.1375	2336018.615	261478.935	7161567.6025	773288.5425	980428.8825	177674.9475
SAA1	10846600.8375	426436.485	37908548.29	335293397.56	7192674.055	1110881.27	89655828.5675	3628718.6975	4093807.6575	847582.1475
HPS5	3254758.8475	589660.445	2295083.5425	20990256.67	2606137.685	957090.26	16995232.1125	4122605.49	2563053.875	503321.23
GTF2H1	7399872.1725	774287.0075	4744696.395	30185205.025	3483481.685	1465982.02	31336935.1725	2685911.1175	4786618.5625	691226.39
LDHA	106571838.8475	16411543.9375	51779515.4675	1441850037.3475	42035453.135	33775933.33	1091226831.75	93060402.3425	155087007.2175	17464012.87
TSG101	26592425.32	2572230.5425	17033452.6725	130225171.5025	14002161.6	5393062.29	85004074.5425	8404156.8525	17338007.6825	1869790.7975
UEVLD	6403632.415	179729.2275	3271622.9525	19559885.335	2076372.1125	1166253.89	15307899.3675	1668205.5875	2844716.2175	243136.8575
SPTY2D1	8982163.675	471146.255	4636138.685	41178060.1375	4056272.185	1854258.4425	34692847.6625	2625781.715	4188168.2	687870.355
TMEM86A	917126.9625	23221.0675	649249.2575	3990289.4	623954.2125	196359.375	3242056.7825	1653777.1875	693046.0425	36791.5975
IGSF22	1408627.6325	186380.7875	981364.14	6597226.5425	2462856.645	120970.3725	1839147.1275	216115.7325	394240.3425	141229.4775
PTPN5	0	0	56469.1175	141325.3025	97334.31	692134.3225	368626.155	31137.455	30679.2075	13831.465
ZDHHC13	8144630.98	506932.2675	4519492.6275	38711495.9675	3713024.05	1951279.375	10248843.9825	1276557.3275	1901428.835	503823.0575
E2F8	0	328361.8075	34006.3825	1792174.955	47285.445	97951.465	133917.6825	205752.52	111333.25	95709.995
NAV2	12895657.235	62510.0275	5067538.3475	19310895.7975	4572647.775	1140251.9825	15609984.9	436597.1675	2271420.9125	80342.94
RP11-359E10.1	83434.73	3147.0225	65278.2475	896138.6425	194279.8325	124914.645	316431.0325	4162.44	93209.995	4005.9225
NAV2-AS3	167094.31	9566.225	687905.0225	917865.795	149321.87	88627.2225	836708.0975	22507.565	133368.33	6438.7075
HTATIP2	21975240.0425	1153459.14	12161254.955	190164077.3725	9804674.165	2688198.7	35494764	8433686.735	9221154.675	1865504.36
PRMT3	3419429.2475	285077.0025	1515012.7475	10986396.37	1158280.085	497492.3125	10284542.155	970730.035	2163801.575	248348.01
ANO5	2570660.1275	22867.61	1093925.3925	3926656.6125	2172492.075	184877.87	547841.085	122931.3675	109080.8825	22096.5775
SLC17A6	0	0	8104.8625	27349.45	1439405.6725	1646.9925	26670.5125	4200.505	0	0
FANCF	8903103.3925	546766.235	5512353.715	29270280.985	5984507.9375	656453.315	12749212.8225	1194049.745	2736544.44	549761.3125
GAS2	3234705.1325	3050.6	1672697.6975	3502840.465	1868291.7675	50911.6925	633342.5875	45704.175	94803.045	17762.32
SVIP	49875874.38	2552777.61	25348363.005	261909987.39	61188299.16	8496087.355	77557331.645	6677982.1	12274565.4475	4103397.2725
RP11-17A1.3	0	9619.49	23813.75	223303.345	96723.675	22365.82	102644.88	4778.6025	0	6862.23
LUZP2	165129.65	0	42689.8075	1558198.1625	48171.54	1406.7975	4659045.16	14275.58	15122.395	0
ANO3	330464.4125	0	446318.8775	999833.4425	570517.005	5498.895	539195.6025	13044.4875	101051.7425	4427.1775
SLC5A12	0	0	8221.2725	507253.62	48822.1875	4676.8625	313861.79	9080.055	15781.2275	0
FIBIN	1751235.4225	46526.4725	2887552.485	3179140.625	1736008.5225	139603.0575	233021242.96	431769.885	5801006.9825	125712.66
BBOX1	418086.805	0	995965.6375	3300161.515	192699.9525	13313.3875	500306.025	44682.48	32958.82	10101.765
RP11-1L12.3	0	0	23631.2125	8627252.8175	95588.4775	5803.32	889521.56	13585.0475	38625.1475	3840.6
CCDC34	13463829.9375	1091107.1525	7096556.3575	65661981.625	5049459.2775	580180.7925	28323248.985	1781700.4425	3244416.155	752485.3575
LGR4	33234069.025	94711.585	8645562.44	59084916.3125	3816992.6125	347492.8875	14892662.435	694226.6725	1690338.6425	173275.985
RP11-159H22.2	82273.85	0	24504.0625	359512.515	48376.5825	0	132343.07	0	0	0
LIN7C	11040490.1975	386853.81	5110604.9275	43288311.365	7639499.7275	1809764.32	25384416.425	2757843.92	5879643.9525	504955.1075
BDNF-AS	1157030.965	15726.9475	915417.4075	2617735.7875	779355.735	184811.5875	4332214.8975	140579.47	490307.885	39832.21
KIF18A	83792.3075	257432.315	82316.0625	3830456.4575	93543.3675	38046.58	368235.1925	322681.41	150100.285	143150.305
METTL15	5836544.695	372740.545	3599279.4525	19127604.4875	3475036.7175	828522.9275	14534093.49	1141789.0425	2827445.12	354922.3775
RP11-22P4.1	0	9622.1675	148678.36	588492.435	48480.345	30098.215	299056.875	48149.045	40008.8475	8769.5425
ARL14EP	10304448.8675	1570328.635	6251232.7175	28771138.95	5173501.295	1771657.765	40313987.1975	4220057.1075	6614904.755	1272330.5525
MPPED2	1416735.4425	18048.95	3872769.85	572452.645	866451.6975	930786.275	3509608.71	147789.175	816799.23	36540.425
DNAJC24	3663134.365	422926.605	2172291.1675	12428835.37	4815339.84	789717.3125	11142528.6775	1209754.1175	2493606.75	460077.7725
IMMP1L	14731880.175	1488277.1875	8296995.1175	42927438.7325	17832571.385	2149845.2875	38882113.435	2146623.965	6218992.9025	1173826.6175
ELP4	3833596.73	491717.9875	1974763.2425	9243066.455	4010166.9025	715662.1725	14340150.99	1301150.495	2917367.3725	342570.2175
PAX6	335656.0425	9673.185	140387.08	2407865.275	32772020.9875	55104.535	497384.3575	84190.58	126937.435	36684.7825
RCN1	18232171.915	365145.92	21125488.9175	97612792.375	13303089.815	8150551.855	252523641.215	4484416.79	25260140.42	862076.5575
WT1	0	0	25339.225	137453.8975	96175.7625	7607.9725	15006287.965	13846.5975	93341.3425	10915.3125
EIF3M	81201567.465	8335737.7725	28049223.885	173205375.7975	19819940.5925	8258885.4025	190073218.9725	23085160.24	35371076.4125	6087605.44
PRRG4	13294366.475	234281.51	10561716.22	59579135.7325	2990647.52	380328.3475	6987832.79	2608879.935	768053.7475	240984.34
QSER1	7815362.2475	231060.2225	3816321.215	20271662.5525	2121628.7775	1279771.1975	21546897.39	1675663.87	2426048.7	184753.74
TCP11L1	1507441.55	105565.625	658230.62	4655609.57	674412.425	275949.565	10009087.1375	761786.3875	1349972.3025	156606.0525
CSTF3	13700432.3725	1441581.56	8581302.7075	59524075.35	15181866.7	2398155.2925	50848167.185	5018166.22	10080884.14	1313862.6775
HIPK3	16792767.765	470124.415	7809214.655	41184623.46	9558798.1025	7376733.475	48501222.415	5179170.7325	8998323.245	674725.285
KIAA1549L	166037.38	15804.63	301526.7475	3429648.0025	285252.0475	34844.775	6432868.275	41370.9975	265960.5275	26935.1975
RP4-541C22.5	997077.0175	2903.5625	1454794.46	1634948.4475	143059.705	26437.615	338130.3825	53585.96	63452.3775	13497.59
CD59	277523040.7625	3510210.3575	273978992.8775	948858511.7775	101659120.055	75481528.4275	587618539.9725	32125344.99	224617155.4425	6855166.6625
FBXO3	13705732.2825	843291.0075	12100360.6025	42358567.9125	8161348.7975	3042748.87	38237640.545	2140374.7025	11149782.695	1103122.4175
LMO2	2589702.445	2280933.305	2316108.1875	5026464.62	8199699.0375	9825245.39	3320999.885	3583294.6125	993517.22	154445.9825
CAPRIN1	26655199.7175	1623199.2375	10774438.2275	83801209.605	12273234.0825	4033816.9725	83784895.62	7532245.985	13920187.86	1387090.9425
NAT10	3580098.4825	423217.3525	2126074.23	17321889.1975	2465946.5625	977900.19	11895143.1975	1368092.3475	2517251.4675	373798.53
ABTB2	822520.9325	39518.745	777220.9975	9963017.85	190854.7425	70565.21	3937875.3875	100248.505	452384.945	42281.3
CAT	23842559.27	1994417.9025	19829246.8125	52211257.7275	8341709.5975	2626375.635	48695561.5075	12033026.44	17291763.2125	1493000.09
EHF	6993377.1575	25012.4975	17138990.8675	95196567.25	3045161.57	148314.86	3699795.4425	388137.4775	455204.8475	114782.0725
APIP	11360045.8925	1669850.7375	9720035.5075	50668882.9	7755860.42	1754512.385	32871730.98	7410388.8975	8434511.585	953030.5275
PDHX	7899578.7675	704535.995	5287597.8625	27809479.6	4138657.1775	1179477.97	20789085.2275	2363902.42	5379842.175	457729.4475
CD44	181537629.55	4771289.1125	86074026.265	241252659.445	26171085.165	2964744.175	151073213.425	55221787.045	50373044.725	9752601.9025
PAMR1	1329121.9725	28276.3	1472162.755	763671.3975	483655.7575	74486.06	18766475.8775	95617.47	5205204.725	39444.15
FJX1	4145707.785	19903.7325	6759493.7025	3858647.1875	633401.2	1404160.6225	7340199.0675	292041.845	4831522.2175	25719.1325
TRIM44	12203578.1975	931503.6125	9272509.8675	37422036.9975	6408174.85	2632278.9075	25350722.97	3692709.7375	7770471.585	834695.7375
LDLRAD3	2244438.465	31290.1	2395524.3425	4064169.24	3469232.46	1225857.8225	7316272.635	1539133.195	3851001.55	56650.615
COMMD9	14027659.3075	1138012.635	13335321.3925	32742288.505	7966780.1725	1467193.1975	29160380.5775	9513042.2325	5211468.085	915912.8025
PRR5L	1167847.98	40328.92	1318475.7825	5653663.99	384930.175	628592.9675	9342014.0825	548334.0775	738564.5575	195399.805
TRAF6	2658110.1425	195092.8975	1947083.8075	8548678.135	1207917.82	575677.7925	7596004.5875	780604.03	1500528.1	208518.565
RAG1	658744.645	6345.8225	271534.94	1584249.4725	240047.11	170021.8875	625210.955	69131.485	64243.9325	8356.295
C11orf74	14440412.115	101701.41	6286675.4475	25434282.0625	5117943.8975	1888415.69	41489637.1775	2662201.1775	6340402.315	195201.5475
LRRC4C	82677.1125	21375.8425	178026.13	925640.9925	773778.605	90629.1075	6493619.44	19388.595	231546.8725	4436.59
API5	13286736.17	1034658.21	6841832.795	37420411.005	7061533.0875	2209912.005	36378473.7375	3685116.805	8011781.84	1104788.54
TTC17	21890142.185	1214899.0175	9505715.435	57685284.175	11101324.5575	3642473.23	47304221.04	4616246.3875	8628642.935	1201912.7175
HSD17B12	23418519.4	2525266.7375	15190832.5625	105583584.1075	17469470.1075	6336888.7375	87891951.1075	8342981.0775	16243937.1175	1510754.79
ALKBH3	6228003.6775	517915.2575	3952636.5525	17780557.2625	3084730.0125	1012030.255	17516625.855	1894754.1925	3933398.79	580716.6775
C11orf96	19950550.46	496814.9875	5418899.79	20279047.325	13003941.68	13689517.58	355101784.62	2796842.845	146161599.0225	733522.1875
ACCS	4827390.9675	182463.515	2262558.9825	13974201.0925	2759041.605	735689.485	10424147.54	1493636.475	2077623.9575	241881.705
EXT2	7498065.305	212092.0525	4640210.225	22628547.07	3807244.245	2246545.2675	46027781.4375	1958734.2725	7659622.04	423078.18
CD82	13061733.6625	3949449.9075	8697800.28	204303315.065	9493629.86	1343089.72	42301840.88	6424702.6125	10087216.7275	2623324.4475
TSPAN18	999895.8025	62122.5325	255319.725	1259481.4525	482483.3775	4726576.09	6191159.625	114984.0725	331979.3025	92197.3975
TP53I11	11630083.8225	341494.9575	3751133.75	58259174.95	2990027.7475	3336539.27	24252489.05	2187418.475	6938683.4075	311101.3275
PRDM11	1080658.255	31240.1775	457802.665	2706913.0625	383549.925	139249.66	1763600.2325	85189.3075	699086.53	22717.675
SYT13	3159612.67	68963.76	2630906.2425	60850484.8775	25126961.1375	244989.705	3673782.8325	482290.7275	743521.1075	164090.8525
RP11-430H10.1	576874.3625	88852.8675	632635.3575	695786.5725	1438496.5975	126628.0075	1757175.2625	42133.64	462920.3025	77588.8975
CHST1	413770.415	12557.5325	448743.7825	822194.56	146738.805	1587789.295	8527712.6925	110309.6525	1321287.325	45105.6225
CTD-2210P24.4	584146.855	5836.13	229948.7275	1690154.7175	290256.5025	72123.765	2224996.3475	91684.1525	1439881.755	19295.4775
SLC35C1	4309880.37	171376.055	2187279.0475	39851297.65	3003649.51	970008.4275	17886522.015	1321306.845	2563506.15	353552.455
CRY2	5642437.7025	180924.885	3660609.23	16535549.5325	8960014.1	907276.1625	24977872.655	754852.1575	2740504.845	250812.8175
MAPK8IP1	7137573.5075	15196.1825	1588407.04	4638857.5725	4006196.865	259778.2925	5209477.665	149825.7375	927675.2525	28933.7825
PEX16	14132036.8925	1512893.8425	6155016.66	45565482.615	7286227.6975	2046910.5175	31677493.0875	4192816.4875	7064521.6075	1314278.8625
GYLTL1B	4577959.85	143221.2225	1678123.605	5292942.3225	1160008.535	62060.65	1334144.4325	83473.91	204267.6475	46027.7475
PHF21A	5381954.4125	486546.285	3884674.2475	14324927.245	4080364.3275	1189947.095	21561555.8775	2006822.4825	3310862.0225	388213.0175
CTD-2589M5.4	827162.345	0	245555.6425	2133573.1225	47993.0975	2879.9625	235653.0175	8438.4	39480.865	2203.495
CREB3L1	16012129.3175	115711.0175	11115543.4975	138646852.91	2417901.1175	1218978.7425	105479829.1675	554316.8425	1844979.68	185082.2725
DGKZ	12556691.3575	786145.5175	4404023.455	38596252.12	8797688.075	4845818.37	18206987.915	4956239.1075	5109816.865	1585183.625
MDK	139759810.6825	1142014.485	103385406.555	765379345.2175	61917581.445	9086662.9175	642274181.36	8400845.675	49607769.665	2447287.265
AMBRA1	2656939.295	154445.075	1880225.225	10905516.3825	1632195.495	540161.0375	8491935.495	683063.8625	1721949.585	160963.635
HARBI1	164597.4875	65367.89	488327.75	4653888.01	627474.415	134835.005	2632847.9825	384314.685	616582.2225	101364.6975
ATG13	10467573.79	480771.4675	4138933.9575	33460634.5875	5736994.6775	1207401.4875	25130745.4825	1848197.03	5671984.8125	546111.265
ARHGAP1	10325548.4025	663052.685	6413650.93	47119887.505	8446180.69	2025868.53	70862611.41	2478586.9425	21865973.2725	857459.105
ZNF408	1739748.0175	227959.82	1645890.1625	11997856.655	1352221.5875	401382.96	11325868.5475	535747.405	2058107.98	222740.64
CKAP5	5490318.5775	648093.8625	3209634.1725	30085045.805	4002566.63	1106620.745	21725026.435	2628588.155	3497309.6975	602528.775
LRP4-AS1	84014.0275	39444.2375	23993.0675	657790.68	48326.06	12175.9425	1283533.8275	148377.7975	201282.3725	6653.1525
LRP4	413572.1925	9480.5825	40587.9525	3803628.4975	292755.0925	86958.3425	1665650.785	18799.5675	69823.47	0
C11orf49	7825906.9625	469287.48	5884033.4125	34970295.075	5542238.7075	972784.5325	25345692.0625	1347033.5	4048650.7725	446210.205
ARFGAP2	14955819.2975	2274161.495	9624210.3825	45985286.3625	8230285.9575	2566632.79	37342517.105	4467748.535	8624054.195	1721625.3475
